FirstPerson,InnerThinking,ThinkPositive,ThinkNegative,ThinkAhead,ThinkBack,Reasoning,Share_SocTies,Direct_Activity,Interacting,Notifying,LinearGuidance,WordPicture,SpaceInterval,Motion,PastEvents,TimeInterval,ShiftingEvents,Text_Coverage,Genre,Counter,Corpus,class
1.16,3.79,1.12,1.16,1.16,0.77,3.83,1.03,0.3,1.38,3.06,7.06,3.27,1.51,0.47,3.01,0.99,1.33,36.4,12,929,2,212
0.35,1.53,0.74,2.27,0.79,0.7,2.36,1.79,0.26,0.13,2.36,6.08,5.16,1.4,0.48,3.06,1.01,1.05,31.52,6,161,1,106
0.61,2.26,0.32,1.21,0.93,0.44,2.18,0.69,0.04,1.69,1.9,6.49,7.38,2.38,0.56,3.79,1.05,0.93,34.85,13,947,2,213
1.56,2.47,1.17,0.95,0.91,0.26,1.82,0.91,0.13,1.08,3.94,5.41,4.89,0.91,0.43,2.12,1.21,1.26,31.43,5,635,2,205
0.0,1.58,0.62,0.66,1.04,0.58,1.37,1.91,0.33,0.17,2.36,2.9,4.56,0.54,0.79,2.03,1.58,0.58,23.6,5,632,2,205
0.83,1.79,0.54,1.79,1.13,1.38,2.46,1.17,0.0,1.54,1.54,8.31,7.26,1.92,0.67,4.09,1.13,0.5,38.05,13,440,1,113
0.17,1.19,0.51,1.06,1.61,0.55,1.7,2.21,0.21,0.13,2.34,5.05,6.07,1.02,0.81,2.08,1.06,0.98,28.75,1,14,1,101
0.22,3.32,1.85,1.51,0.69,0.26,2.33,1.72,0.17,0.95,2.03,5.91,6.64,0.69,0.56,1.47,1.51,0.52,32.35,3,584,2,203
0.33,1.85,0.45,0.74,1.11,0.41,1.72,1.03,0.08,0.08,2.34,3.16,6.53,1.48,0.45,2.79,1.85,1.15,27.55,1,42,1,101
0.6,2.41,1.0,0.68,0.72,0.88,1.73,1.13,0.24,1.09,2.29,8.84,8.76,2.05,0.84,3.38,1.17,1.21,39.02,13,452,1,113
0.34,2.27,0.64,1.03,1.54,0.47,3.25,1.58,0.26,0.86,2.78,6.11,3.08,1.24,0.86,1.45,1.33,1.37,30.46,1,507,2,201
1.95,2.43,0.88,1.19,0.72,0.2,2.87,1.07,0.28,2.03,2.23,9.55,6.01,1.59,0.72,3.98,1.11,0.76,39.57,14,468,1,114
0.36,1.16,0.53,0.31,0.71,0.31,1.64,1.11,0.53,0.27,2.71,1.69,7.15,2.98,0.93,2.58,0.58,0.93,26.48,5,121,1,105
1.95,2.91,0.76,1.28,1.12,0.56,2.63,1.28,0.44,2.11,2.27,10.81,4.07,1.95,1.12,2.47,0.92,0.96,39.61,13,457,1,113
4.84,3.69,1.51,0.84,1.02,0.49,2.49,1.51,0.13,1.73,2.0,6.58,6.27,1.78,0.49,2.27,1.38,1.16,40.18,13,451,1,113
0.56,2.67,1.12,1.12,1.29,0.73,3.06,1.38,0.22,0.77,2.5,6.11,5.59,0.77,0.56,2.62,1.59,0.99,33.65,7,721,2,207
1.61,3.89,0.55,1.61,0.94,0.27,1.96,0.94,0.35,3.22,2.04,9.38,5.69,1.81,0.59,3.46,0.71,0.86,39.88,14,979,2,214
0.22,2.26,1.02,0.49,0.66,0.27,1.86,1.06,0.27,0.09,2.66,5.36,4.12,0.89,0.35,3.5,1.9,0.84,27.82,5,131,1,105
0.43,2.11,0.99,1.25,1.07,0.99,1.81,1.5,0.09,0.26,3.01,7.74,6.75,0.95,0.43,3.61,1.07,1.81,35.87,6,150,1,106
0.04,3.02,1.16,0.62,1.51,0.22,2.22,2.58,0.58,0.13,2.84,4.44,2.89,0.53,0.22,1.02,2.84,0.49,27.35,7,233,1,107
0.71,3.35,1.06,1.34,0.95,1.26,2.17,1.62,0.32,0.87,1.38,8.12,9.06,1.89,0.79,3.15,0.87,0.63,39.54,14,466,1,114
0.75,2.66,1.16,1.54,1.08,0.75,2.83,1.58,0.08,1.33,1.46,8.86,7.78,1.95,0.5,3.53,0.87,0.79,39.5,14,965,2,214
0.04,1.92,0.73,1.15,2.22,0.6,2.01,3.2,0.17,0.21,2.48,2.73,2.18,0.21,0.09,2.22,0.85,0.56,23.57,6,684,2,206
0.26,2.44,1.67,1.42,1.03,0.51,2.83,2.96,0.3,0.6,1.89,4.67,6.56,0.94,0.43,1.42,1.67,0.9,32.5,3,577,2,203
1.71,2.81,1.27,0.44,1.36,0.26,2.1,1.71,0.22,0.04,2.98,4.65,7.8,0.92,0.44,1.01,2.37,1.14,33.23,5,128,1,105
0.0,2.02,0.22,0.22,1.84,0.58,2.38,3.1,0.27,0.04,3.32,1.62,1.98,0.18,0.4,2.38,1.62,0.22,22.39,8,790,2,208
0.0,3.09,1.0,0.87,1.09,0.74,2.74,2.96,0.04,0.52,2.79,4.09,3.31,1.0,0.44,1.31,1.35,0.3,27.64,4,100,1,104
0.04,2.24,0.3,0.47,0.3,0.89,4.23,2.16,0.17,0.17,1.57,2.71,0.89,0.51,0.0,0.55,2.62,0.47,20.29,9,835,2,209
0.0,2.62,0.31,2.0,2.31,0.58,3.73,3.38,0.44,0.36,3.78,2.49,4.14,0.8,0.31,1.33,1.2,0.44,30.22,2,552,2,202
0.05,3.46,0.96,0.55,3.5,0.09,1.91,5.37,0.96,0.5,2.91,2.73,3.5,0.55,0.18,1.18,2.05,0.64,31.09,8,283,1,108
0.71,3.5,0.62,1.21,0.96,0.62,2.21,1.21,0.17,0.58,2.66,5.91,5.5,1.04,0.54,3.54,1.5,0.62,33.1,11,921,2,211
0.21,2.08,0.3,0.72,0.85,0.64,2.29,0.8,0.13,0.42,1.91,7.54,7.03,3.52,1.1,5.25,1.1,1.06,36.95,6,177,1,106
0.21,2.02,0.74,1.15,0.58,0.21,2.31,1.32,0.29,0.33,1.94,7.13,5.73,0.91,0.21,3.59,0.95,1.28,30.9,7,739,2,207
0.17,2.22,0.91,1.39,1.69,0.87,1.39,1.48,0.43,0.0,3.13,3.91,3.0,0.7,0.39,2.52,0.87,0.91,25.98,7,754,2,207
0.13,1.68,1.01,2.29,1.28,0.62,2.38,1.94,0.4,0.44,3.09,4.59,5.6,0.93,0.49,2.51,1.32,0.97,31.67,6,187,1,106
0.43,2.7,0.86,2.06,0.73,0.6,3.86,1.97,0.09,0.99,2.4,6.6,6.3,1.76,0.51,2.61,0.99,1.29,36.75,13,456,1,113
4.06,3.16,0.94,1.41,1.07,0.81,2.99,1.37,0.09,0.51,2.35,7.35,5.86,1.45,0.47,3.98,1.41,1.2,40.48,11,918,2,211
0.09,3.47,0.39,0.09,0.69,0.13,2.78,0.78,0.74,0.26,4.39,3.43,0.83,0.87,0.22,0.78,0.43,0.48,20.85,9,312,1,109
0.0,2.38,0.88,0.7,0.75,0.44,2.9,1.72,0.09,0.35,4.58,2.2,6.64,0.7,0.53,2.16,1.14,0.92,29.08,6,184,1,106
2.23,3.55,0.51,1.16,0.98,0.64,2.78,1.2,0.26,1.93,2.74,4.92,7.02,1.63,0.73,2.01,0.6,1.03,35.92,11,425,1,111
1.95,1.48,0.74,1.3,1.04,0.65,2.43,0.78,0.17,1.17,1.3,9.17,8.95,2.87,1.04,4.95,1.09,1.04,42.12,14,470,1,114
0.8,2.58,0.85,1.14,0.38,0.38,1.56,1.14,0.04,0.76,2.03,7.9,8.66,3.13,1.1,4.06,1.56,1.44,39.51,14,967,2,214
0.08,0.61,0.16,0.49,0.98,0.0,0.82,5.55,0.12,0.08,2.41,1.47,4.24,0.53,0.0,1.18,0.9,0.53,20.15,8,768,2,208
0.52,2.34,0.35,0.82,0.74,0.26,3.5,1.77,0.17,0.3,3.16,2.98,3.46,0.35,0.13,0.61,1.73,0.43,23.62,6,651,2,206
0.0,2.33,0.83,0.71,1.87,0.58,2.7,1.37,0.21,0.46,2.37,4.2,4.37,0.46,0.42,1.29,1.54,1.0,26.71,1,531,2,201
2.43,3.64,0.39,1.61,0.78,0.35,2.47,2.08,0.04,0.65,3.3,6.55,3.21,1.08,0.35,1.21,2.3,0.78,33.22,9,325,1,109
0.0,3.85,0.49,0.72,2.24,0.22,1.7,2.24,0.85,2.29,3.36,2.02,5.42,0.99,1.03,0.99,0.99,0.76,30.16,5,623,2,205
3.97,3.44,1.32,1.45,1.24,0.54,3.15,1.86,0.25,0.91,1.32,3.15,6.08,1.32,0.75,3.35,1.57,1.12,36.79,7,690,2,207
1.92,1.55,0.92,0.96,1.04,0.96,1.46,1.8,0.21,1.09,2.13,7.14,7.89,1.38,0.71,3.05,0.84,0.71,35.76,13,940,2,213
0.05,2.1,0.18,0.0,0.46,0.32,2.29,0.91,0.0,0.0,5.12,2.7,3.52,1.1,0.14,1.33,0.46,0.37,21.05,9,839,2,209
0.0,0.97,0.16,0.24,1.34,0.08,0.89,3.44,0.61,0.24,1.78,1.94,4.82,0.61,0.12,1.3,1.3,0.4,20.24,8,265,1,108
1.94,3.33,0.61,1.69,1.25,0.56,4.62,1.82,0.35,1.56,3.46,4.62,3.72,0.82,0.43,1.73,1.08,1.12,34.71,7,201,1,107
0.0,2.78,0.31,0.22,0.53,0.49,2.16,1.94,0.35,0.18,3.75,1.99,4.06,1.9,1.06,1.76,1.41,0.31,25.2,9,369,1,109
0.0,2.5,0.79,1.05,1.23,0.39,3.28,4.33,0.13,0.13,2.19,3.46,3.77,0.83,0.09,1.18,1.18,0.48,27.01,8,289,1,108
0.13,3.53,0.69,1.38,1.38,0.43,2.93,2.33,0.04,0.69,2.24,4.18,3.19,1.03,0.47,2.02,1.12,0.52,28.3,7,728,2,207
0.0,1.92,0.57,3.11,1.8,0.7,1.35,2.82,0.37,0.25,2.45,3.68,3.44,1.31,0.29,0.82,1.35,0.53,26.76,9,812,2,209
0.24,2.77,1.22,1.79,0.57,0.65,1.95,1.59,0.12,0.29,2.81,5.7,6.39,1.18,0.61,2.04,1.67,1.02,32.61,3,81,1,103
3.36,4.3,1.03,2.07,0.9,0.47,4.86,2.41,0.22,2.28,2.45,3.66,4.35,1.08,0.65,1.81,1.12,1.03,38.05,7,222,1,107
1.69,2.23,0.74,1.48,1.11,0.82,1.9,2.02,0.25,0.82,2.43,9.4,5.48,1.48,0.37,3.05,0.87,0.95,37.09,15,1000,2,215
0.26,3.55,0.3,0.69,2.03,0.78,3.59,2.21,0.17,0.04,3.33,3.42,2.16,0.43,0.22,1.38,0.87,0.48,25.91,9,830,2,209
0.05,1.98,0.72,2.26,1.17,0.59,2.57,2.35,0.14,0.14,2.84,4.29,6.09,0.99,0.59,3.88,1.31,1.22,33.18,7,237,1,107
0.0,3.68,1.64,1.28,1.46,0.09,2.52,5.58,0.31,0.31,4.92,3.06,1.51,0.4,0.09,0.89,1.68,0.66,30.08,9,840,2,209
0.68,2.8,0.59,0.86,1.81,0.23,3.3,2.89,0.5,0.23,3.26,3.93,5.7,1.09,0.18,0.86,1.99,0.72,31.62,6,174,1,106
0.81,3.04,0.97,1.5,0.93,1.05,2.6,1.18,0.28,1.22,1.83,9.25,6.33,1.54,0.53,3.41,1.05,1.05,38.57,14,477,1,114
0.29,4.12,0.25,1.4,0.78,1.44,3.83,1.69,0.58,1.52,2.1,5.02,6.3,1.03,0.82,3.13,1.28,0.54,36.12,11,417,1,111
1.44,1.94,0.68,1.56,1.27,1.14,1.69,1.01,0.13,1.65,1.69,8.83,8.03,2.75,1.23,4.1,0.55,0.97,40.66,13,435,1,113
0.0,3.06,1.15,2.04,1.06,0.47,1.78,3.57,0.13,0.38,2.72,3.4,7.3,0.89,0.42,1.4,1.02,0.51,31.3,1,504,2,201
0.0,2.87,0.75,3.31,2.47,0.57,2.96,4.19,0.26,0.09,3.0,3.75,3.13,0.71,0.18,0.71,1.72,0.57,31.24,9,834,2,209
0.57,2.42,1.49,1.14,1.63,0.57,2.94,2.86,0.48,2.02,3.95,3.87,3.43,0.79,0.35,0.97,1.36,1.05,31.89,6,645,2,206
0.04,3.16,0.58,0.58,0.71,0.54,2.83,0.92,0.42,0.12,2.83,1.91,4.12,1.29,0.08,1.17,1.0,0.46,22.76,9,301,1,109
0.66,2.96,0.7,1.19,0.91,0.58,3.29,1.36,0.37,2.35,1.65,8.48,6.3,1.32,0.45,3.29,0.86,0.49,37.21,14,489,1,114
1.47,2.29,0.86,0.94,0.57,0.45,2.86,1.47,0.37,1.59,2.37,9.19,6.17,0.94,0.41,2.94,1.1,1.14,37.13,15,496,1,115
0.39,2.59,0.26,0.7,1.01,0.53,3.42,2.98,0.61,1.36,2.72,2.94,7.15,0.88,0.35,0.96,0.53,0.53,29.91,9,342,1,109
0.48,2.51,0.22,1.08,1.73,1.3,1.95,0.82,0.17,0.56,2.08,10.88,9.8,2.73,0.87,4.2,0.91,1.69,43.98,14,984,2,214
0.44,1.89,1.23,1.58,0.84,0.7,2.2,2.9,0.35,0.18,2.55,7.12,6.29,1.05,0.31,2.95,1.49,1.1,35.17,7,740,2,207
3.6,2.96,0.91,1.15,0.51,0.71,2.53,0.79,0.28,1.98,2.21,7.31,5.06,1.94,0.4,2.65,0.67,1.07,36.73,13,450,1,113
0.0,1.06,0.45,0.16,1.18,0.45,0.65,1.96,0.12,0.16,3.19,2.04,3.72,1.06,0.0,2.21,3.06,0.41,21.88,8,270,1,108
0.13,2.46,0.96,1.62,1.58,0.44,2.37,2.81,0.61,0.35,2.41,3.73,5.96,1.05,0.44,1.45,1.27,0.92,30.56,2,545,2,202
5.1,4.61,1.49,2.77,1.27,0.62,2.99,1.8,0.26,1.36,2.81,4.09,4.75,1.19,0.44,2.2,0.79,0.92,39.46,10,898,2,210
0.0,2.63,0.62,1.74,1.51,0.85,2.31,2.94,0.18,0.85,2.71,4.23,3.56,0.93,0.31,1.42,1.56,0.8,29.15,2,48,1,102
3.42,2.58,1.2,1.91,1.11,0.53,1.96,2.76,0.0,0.4,1.87,2.76,6.36,1.38,0.44,3.2,1.69,1.24,34.81,7,722,2,207
0.0,2.52,0.97,0.93,1.68,0.18,3.19,1.64,0.8,2.97,3.23,1.82,6.91,1.37,0.44,0.62,1.24,0.62,31.13,5,125,1,105
0.59,2.83,1.69,1.56,0.93,0.63,2.79,2.2,0.08,1.35,2.28,7.47,5.78,1.35,0.42,3.0,1.35,0.68,36.98,10,394,1,110
0.0,2.51,0.48,0.88,0.84,0.22,2.99,0.79,0.22,0.44,4.76,2.99,3.7,1.59,1.06,0.92,0.57,0.7,25.66,9,861,2,209
0.0,1.0,0.26,0.31,0.44,0.52,1.57,1.35,0.09,0.0,3.32,1.57,12.79,0.39,0.57,1.83,0.79,0.52,27.32,6,175,1,106
0.26,2.96,1.15,0.97,0.93,0.22,2.73,1.24,0.31,0.4,3.75,3.75,8.69,1.37,0.57,0.88,1.46,1.24,32.88,9,304,1,109
0.26,2.43,0.83,2.26,1.69,1.0,2.82,2.13,0.04,0.26,2.48,5.04,4.09,0.96,0.43,3.26,1.09,1.04,32.11,7,746,2,207
0.59,3.72,1.76,1.72,1.05,0.38,3.18,2.43,0.33,0.96,2.18,5.1,5.02,1.34,0.5,1.21,0.88,0.67,33.02,3,76,1,103
0.09,1.75,0.51,0.6,1.15,0.94,1.79,1.2,0.09,0.09,3.07,2.94,7.21,1.37,1.11,2.3,2.01,1.32,29.54,5,628,2,205
0.04,2.62,0.69,0.86,1.59,0.56,2.41,1.46,0.21,0.04,3.65,2.79,6.27,2.06,0.6,3.01,1.33,1.29,31.48,9,355,1,109
0.38,3.09,0.89,0.72,1.48,0.04,2.71,0.8,1.4,2.2,2.66,1.44,7.66,2.62,0.97,1.23,1.06,1.02,32.37,5,614,2,205
0.0,3.03,1.18,0.86,2.94,0.23,2.58,4.48,0.86,0.27,2.8,4.7,3.62,0.59,0.18,0.63,1.99,0.68,31.62,8,294,1,108
0.04,1.79,0.74,1.57,0.92,0.52,1.79,2.1,0.13,0.17,2.93,2.97,6.73,1.09,0.17,2.36,1.66,0.66,28.34,7,251,1,107
0.85,2.26,0.77,2.17,1.92,0.43,2.3,1.15,0.43,0.6,2.69,6.86,3.62,0.72,0.47,1.83,1.32,0.98,31.37,1,510,2,201
0.0,1.61,0.63,0.36,1.56,0.45,2.46,3.53,0.09,0.13,3.57,2.37,5.0,0.67,0.0,1.38,2.01,0.71,26.53,9,809,2,209
0.17,3.44,0.87,1.74,1.79,0.39,2.09,3.14,0.48,0.17,2.61,3.75,2.05,0.65,0.09,1.09,1.26,0.78,26.56,7,261,1,107
1.81,2.48,1.35,1.47,1.51,0.34,1.77,2.48,0.08,0.88,1.81,7.86,6.85,1.13,0.42,2.61,1.05,0.29,36.19,10,876,2,210
4.37,3.06,0.38,2.85,0.72,0.59,2.63,1.61,0.13,0.76,2.29,4.42,7.43,0.85,0.47,1.4,1.19,1.06,36.21,6,688,2,206
0.0,2.77,0.95,1.51,1.56,0.56,2.55,2.68,0.43,0.35,2.64,3.03,4.11,0.78,0.52,0.99,1.21,0.56,27.2,2,546,2,202
0.94,1.54,1.03,0.34,1.8,0.39,1.5,4.71,0.21,0.13,2.44,2.87,3.34,1.11,0.21,1.41,1.84,0.73,26.54,8,272,1,108
1.09,2.55,1.3,0.82,1.47,0.38,1.68,2.01,0.54,0.65,2.39,4.08,6.96,0.98,0.65,1.52,0.76,0.65,30.48,1,32,1,101
0.17,3.35,0.47,0.39,0.52,0.34,3.44,2.24,0.13,0.09,4.39,3.48,3.91,0.86,0.3,1.12,1.03,0.99,27.22,4,593,2,204
0.27,2.65,0.76,1.17,0.85,0.36,2.7,2.83,0.31,0.09,4.0,3.87,2.07,0.76,0.18,1.3,1.89,0.4,26.46,7,205,1,107
0.13,1.1,0.3,0.93,1.19,0.89,0.98,1.57,0.08,0.04,2.42,3.36,4.59,1.27,0.3,2.12,2.17,0.38,23.82,1,9,1,101
1.14,3.16,0.46,2.61,0.84,0.55,2.74,2.02,0.17,2.23,2.11,3.66,6.02,0.63,0.51,1.73,0.93,0.8,32.31,2,547,2,202
0.0,2.2,0.57,2.2,1.05,0.7,3.03,2.77,0.31,0.26,2.55,3.69,5.32,0.97,0.13,1.67,1.58,0.75,29.75,4,604,2,204
1.77,2.53,1.08,1.08,1.21,0.4,2.85,1.04,0.2,1.41,2.09,7.67,5.22,1.12,0.84,1.57,1.17,0.92,34.17,5,630,2,205
0.17,2.34,0.3,1.39,1.13,0.26,4.12,2.21,0.35,0.26,3.34,3.99,3.51,1.13,0.43,1.43,0.87,0.43,27.66,6,657,2,206
1.06,2.04,0.3,1.23,0.85,0.34,1.61,0.85,0.34,0.13,2.68,8.07,7.6,1.49,0.42,2.89,1.15,1.02,34.07,1,521,2,201
0.0,3.02,0.3,0.52,1.25,0.39,3.36,1.47,0.09,0.0,3.49,2.89,2.03,1.16,0.17,1.6,1.42,0.65,23.81,9,795,2,209
0.41,3.95,0.64,1.06,1.29,0.87,3.45,1.19,0.23,4.37,2.16,4.87,6.85,2.07,0.74,1.42,1.01,1.38,37.96,14,471,1,114
0.0,1.76,0.14,0.28,0.97,0.42,1.67,0.83,0.46,0.0,5.32,1.8,4.58,1.16,0.0,2.36,0.74,1.06,23.55,9,326,1,109
0.09,3.78,1.36,2.15,0.92,0.44,2.59,4.84,0.31,0.92,2.77,3.25,4.66,0.66,0.35,1.06,1.36,0.92,32.43,6,674,2,206
0.38,2.64,1.36,1.07,0.98,0.26,4.18,2.0,0.26,1.49,2.6,4.95,7.59,0.6,0.09,1.45,1.32,0.68,33.9,7,712,2,207
3.94,2.45,0.59,0.47,0.97,0.42,1.69,0.59,0.3,1.23,2.62,5.42,6.94,2.24,0.55,3.0,1.14,1.57,36.13,11,405,1,111
0.47,1.99,1.02,1.52,1.14,0.3,1.78,1.14,0.17,0.21,2.2,5.71,3.21,2.45,0.8,3.09,1.95,1.02,30.17,1,12,1,101
3.24,2.23,0.67,1.47,0.59,0.42,1.77,1.01,0.17,0.76,2.23,5.18,7.87,2.57,1.01,1.94,0.93,0.97,35.03,11,915,2,211
5.5,3.56,1.86,0.95,1.12,0.54,4.26,1.61,0.17,1.32,1.9,7.24,4.59,1.7,0.33,2.19,0.87,0.87,40.58,14,484,1,114
0.22,2.39,0.65,1.43,0.96,0.48,1.74,2.0,0.09,0.22,2.65,4.78,7.03,1.39,0.56,1.39,1.04,0.78,29.8,7,706,2,207
0.0,2.64,1.52,0.63,0.85,1.34,2.28,1.57,0.04,0.0,3.18,5.06,6.71,0.89,0.36,3.31,1.25,1.39,33.02,7,733,2,207
0.0,2.99,1.43,0.31,2.37,0.13,1.83,2.86,0.8,0.94,3.04,1.79,7.63,1.52,0.4,0.85,1.43,0.49,30.81,5,126,1,105
0.17,2.44,0.97,1.31,1.01,0.63,2.32,2.74,0.21,0.38,2.4,3.92,5.6,1.18,0.59,0.97,0.88,0.55,28.27,1,506,2,201
0.39,2.74,0.48,2.96,0.91,1.26,2.48,1.26,0.17,0.57,1.92,6.31,8.18,2.26,1.22,3.22,1.04,0.7,38.07,11,924,2,211
0.04,2.4,0.63,1.47,0.97,0.59,2.82,2.31,0.38,0.71,3.07,2.86,5.05,0.59,0.84,1.47,1.14,0.42,27.76,5,626,2,205
0.0,1.95,0.17,0.22,1.43,0.43,1.77,1.3,0.43,0.04,2.9,2.12,1.86,0.35,0.17,1.6,0.91,0.52,18.17,9,363,1,109
0.04,1.33,1.2,1.2,0.86,0.65,1.46,2.58,0.04,0.09,2.45,4.09,3.66,0.9,0.17,2.54,1.29,1.08,25.63,7,735,2,207
0.0,2.69,0.36,0.54,0.49,0.72,3.32,1.75,0.0,0.0,2.15,3.37,4.35,0.45,0.0,2.51,1.12,0.9,24.72,9,798,2,209
0.0,2.39,0.49,3.04,0.97,0.16,3.12,2.03,0.45,0.57,2.31,2.27,1.22,0.12,0.16,1.05,2.23,0.24,22.82,9,815,2,209
1.68,3.5,0.6,1.34,1.42,1.47,4.57,1.42,0.09,0.26,2.59,7.29,3.45,1.51,0.39,2.85,1.29,1.51,37.23,10,878,2,210
0.0,2.72,0.73,1.21,1.34,0.61,2.9,2.85,0.22,0.35,3.16,3.93,6.14,0.52,0.17,1.04,1.95,0.48,30.32,6,160,1,106
0.0,1.93,0.47,2.01,1.93,0.51,1.63,1.97,0.09,0.21,2.23,4.11,4.37,1.41,0.21,2.44,1.37,0.77,27.66,1,37,1,101
0.04,1.83,0.72,0.68,1.02,0.38,1.36,1.15,0.09,0.09,2.72,3.28,7.11,1.06,0.43,2.17,1.66,0.72,26.51,1,533,2,201
0.0,0.8,0.67,0.18,0.67,0.62,1.42,3.55,0.31,0.0,2.31,1.82,3.51,0.53,0.18,2.44,4.08,0.67,23.76,9,864,2,209
0.29,2.24,0.66,0.75,1.45,0.58,2.16,1.45,0.04,0.37,2.28,5.86,4.9,1.08,0.37,1.12,1.5,0.58,27.68,1,522,2,201
2.48,2.27,0.73,1.11,0.6,1.76,2.27,1.24,0.13,0.43,1.97,6.6,6.25,0.86,0.21,2.48,1.63,1.37,34.39,7,255,1,107
0.92,3.01,0.88,1.32,0.48,0.22,2.31,1.36,0.26,2.2,0.99,9.11,6.54,1.18,0.55,2.5,0.7,0.4,34.93,13,955,2,213
2.42,2.46,0.89,0.68,1.15,0.85,2.63,1.27,0.3,0.93,2.38,6.24,6.96,1.74,0.47,3.61,0.89,1.32,37.19,10,890,2,210
0.0,2.82,0.62,1.72,2.07,0.4,3.17,3.26,0.88,0.84,2.33,2.95,4.54,0.84,0.66,0.93,2.38,1.15,31.56,2,565,2,202
0.22,3.05,1.21,1.3,0.85,0.54,3.46,3.55,0.13,0.04,3.91,2.92,4.85,0.63,0.31,2.2,0.85,0.36,30.38,4,591,2,204
0.0,4.62,0.58,2.35,2.31,0.62,2.75,2.8,0.98,0.71,2.75,2.13,2.93,0.49,0.4,0.8,0.93,0.58,28.73,5,108,1,105
0.04,2.56,0.53,1.46,1.01,0.66,2.73,3.53,0.22,0.04,2.78,3.26,3.93,0.79,0.09,2.73,1.9,0.62,28.88,4,594,2,204
0.0,1.55,0.31,1.77,1.37,0.93,1.73,1.42,0.53,0.27,1.9,4.43,6.69,1.24,0.27,2.3,1.73,1.15,29.59,1,519,2,201
0.0,0.98,0.47,0.89,0.47,0.6,3.02,3.62,0.04,0.09,2.43,2.09,1.66,0.38,0.09,1.79,1.66,0.34,20.62,8,767,2,208
0.09,2.56,0.4,2.51,1.41,1.54,1.85,1.28,0.26,0.4,3.22,4.63,6.17,1.37,0.66,3.08,0.75,0.75,32.93,6,143,1,106
0.41,2.26,0.58,0.58,0.78,0.95,2.51,1.23,0.08,0.25,2.18,6.21,4.57,1.11,0.33,3.37,1.48,1.03,29.91,7,228,1,107
0.94,2.66,0.73,0.99,0.47,0.26,3.18,2.75,0.39,0.43,2.75,4.21,3.91,0.64,0.17,0.86,0.99,0.56,26.89,4,595,2,204
0.95,3.27,0.5,1.61,1.49,0.58,3.39,1.53,0.0,1.66,2.28,7.78,4.18,1.12,1.08,3.68,1.08,0.91,37.09,11,415,1,111
0.13,2.08,0.8,5.49,1.28,0.84,2.3,2.75,0.31,0.09,3.41,2.66,2.39,0.89,0.04,1.28,1.99,0.44,29.17,8,793,2,208
2.09,2.34,0.17,1.92,1.36,0.77,1.24,0.9,0.13,0.94,2.86,6.39,9.42,1.88,1.49,3.84,0.9,0.9,39.54,13,437,1,113
1.32,2.72,1.15,1.03,1.23,0.49,2.59,0.62,0.33,1.44,2.02,7.86,6.3,2.22,0.53,3.79,0.82,1.11,37.57,13,961,2,213
