dataset,accuracy_1,accuracy_2,accuracy_3,accuracy_mean,accuracy_std,error_1,error_2,error_3,f1score_1,f1score_2,f1score_3,f1score_mean,f1score_std,model_1,model_2,model_3,precision_1,precision_2,precision_3,precision_mean,precision_std,recall_1,recall_2,recall_3,recall_mean,recall_std,time_1,time_2,time_3
AP_Breast_Lung,0,0,0,0,0,Timeout,Timeout,Timeout,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1980,1980,1980
AP_Omentum_Ovary,0,0,0,0,0,Timeout,Timeout,Timeout,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1980,1980,1980
AP_Prostate_Ovary,0.970149254,0.970149254,0.970149254,0.970149254,0,,,,0.970149254,0.970149254,0.970149254,0.970149254,0,"best classifier: weka.classifiers.meta.RandomSubSpace
arguments: [-I, 27, -P, 0.47798001052715733, -S, 1, -W, weka.classifiers.trees.J48, --, -B, -J, -A, -S, -M, 4]","best classifier: weka.classifiers.meta.RandomSubSpace
arguments: [-I, 27, -P, 0.47798001052715733, -S, 1, -W, weka.classifiers.trees.J48, --, -B, -J, -A, -S, -M, 4]","best classifier: weka.classifiers.meta.RandomSubSpace
arguments: [-I, 27, -P, 0.47798001052715733, -S, 1, -W, weka.classifiers.trees.J48, --, -B, -J, -A, -S, -M, 4]",0.970149254,0.970149254,0.970149254,0.970149254,0,0.970149254,0.970149254,0.970149254,0.970149254,0,1539,1562,1562
AirlinesCodrnaAdult,0,0,0,0,0,Timeout,Timeout,Timeout,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1980,1980,1980
Amazon,0.517333333,0.517333333,0.517333333,0.517333333,0,,,,0.517048466,0.517048466,0.517048466,0.517048466,0,"best classifier: weka.classifiers.bayes.NaiveBayesMultinomial
arguments: []","best classifier: weka.classifiers.bayes.NaiveBayesMultinomial
arguments: []","best classifier: weka.classifiers.bayes.NaiveBayesMultinomial
arguments: []",0.552273678,0.552273678,0.552273678,0.552273678,0,0.517333333,0.517333333,0.517333333,0.517333333,0,1792,1789,1798
CovPokElec,0,0,0,0,0,,Timeout,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,403,1981,568
CovPokElec,0,0,,0,0,,Timeout,,0,0,,0,0,,,,0,0,,0,0,0,0,,0,0,1872,1980,
GCM,0,,,0,0,Timeout,,,0,,,0,0,,,,0,,,0,0,0,,,0,0,1980,,
KDDCup99,0,0,0.999303672,0.999303672,0.471076269,Timeout,Timeout,,0,0,0.999235832,0.333078611,0.471044288,,,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0,0,0.999252696,0.333084232,0.471052239,0,0,0.999303672,0.333101224,0.471076269,1980,1980,1782
MagicTelescope,0.833228181,,,0.833228181,0,,,,0.828834595,,,0.828834595,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.832056849,,,0.832056849,0,0.833228181,,,0.833228181,0,1639,,
aaaData_for_UCI_named,1,,,1,0,,,,1,,,1,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 7, -K, 4, -depth, 5]",,,1,,,1,0,1,,,1,0,1583,,
analcatdata_authorship,0.981042654,,,0.981042654,0,,,,0.981067032,,,0.981067032,0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 4.2963711883511804E-4]",,,0.981176156,,,0.981176156,0,0.981042654,,,0.981042654,0,1514,,
arrhythmia,0.805309735,,,0.805309735,0,,,,0.802899284,,,0.802899284,0,"best classifier: weka.classifiers.bayes.BayesNet
arguments: [-D, -Q, weka.classifiers.bayes.net.search.local.TAN]",,,0.819406065,,,0.819406065,0,0.805309735,,,0.805309735,0,1676,,
audiology,0.929824561,,,0.929824561,0,,,,0.928320802,,,0.928320802,0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.2509781715920914E-5]",,,0.929766276,,,0.929766276,0,0.929824561,,,0.929824561,0,1726,,
avila-tr,0.999424957,,,0.999424957,0,,,,0.999457402,,,0.999457402,0,"best classifier: weka.classifiers.rules.DecisionTable
arguments: [-E, auc, -S, weka.attributeSelection.BestFirst, -X, 2]",,,0.999524992,,,0.999524992,0,0.999424957,,,0.999424957,0,1634,,
churn,0.9216,,,0.9216,0,,,,0.912490316,,,0.912490316,0,"best classifier: weka.classifiers.rules.JRip
arguments: [-N, 3.2535425399717908, -E, -P, -O, 4]",,,0.918369391,,,0.918369391,0,0.9216,,,0.9216,0,1530,,
cifar-10,0,0,0,0,0,Timeout,Timeout,Timeout,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1980,1980,1980
connect-4,0.706927176,0.706927176,0.706927176,0.706927176,0,,,,0.653940022,0.653940022,0.653940022,0.653940022,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.663703672,0.663703672,0.663703672,0.663703672,0,0.706927176,0.706927176,0.706927176,0.706927176,0,1648,1644,1635
dataset_183_adult,0.845549095,0.845549095,0.845549095,0.845549095,0,,,,0.839809865,0.839809865,0.839809865,0.839809865,0,"best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 74, -I, 4, -S, 1, -W, weka.classifiers.rules.PART, --, -N, 4, -M, 44, -R, -B]","best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 74, -I, 4, -S, 1, -W, weka.classifiers.rules.PART, --, -N, 4, -M, 44, -R, -B]","best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 74, -I, 4, -S, 1, -W, weka.classifiers.rules.PART, --, -N, 4, -M, 44, -R, -B]",0.838465624,0.838465624,0.838465624,0.838465624,0,0.845549095,0.845549095,0.845549095,0.845549095,0,1735,1725,1719
dataset_185_yeast,0.555256065,0.58490566,0.60916442,0.583108715,0.022044644,,,,0.548111666,0.577035252,0.60118117,0.575442696,0.02169478,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 39, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 125, -K, 5, -depth, 14]","best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 76, -I, 111, -S, 1, -W, weka.classifiers.trees.RandomForest, --, -I, 14, -K, 1, -depth, 0]",0.553472414,0.584220514,0.606637713,0.581443547,0.021793285,0.555256065,0.58490566,0.60916442,0.583108715,0.022044644,1544,1593,1535
dataset_186_satimage,0.913557214,0.913557214,0.913557214,0.913557214,1.11E-16,,,,0.912255894,0.912255894,0.912255894,0.912255894,0,"best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]","best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]","best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]",0.912068785,0.912068785,0.912068785,0.912068785,0,0.913557214,0.913557214,0.913557214,0.913557214,1.11E-16,1596,1600,1656
dataset_187_abalone,0.248084291,0.248084291,0.266283525,0.254150702,0.008579201,,,,0.20087948,0.20087948,0.234453398,0.212070786,0.015826897,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.440965310321094, -M, 0.3704442428043423, -H, t, -S, 1]","best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.440965310321094, -M, 0.3704442428043423, -H, t, -S, 1]","best classifier: weka.classifiers.functions.SimpleLogistic
arguments: [-W, 0]",0.270526367,0.270526367,0.229606629,0.256886454,0.019289749,0.248084291,0.248084291,0.266283525,0.254150702,0.008579201,1641,1651,1625
dataset_189_baseball,0.940298507,,,0.940298507,0,,,,0.929220464,,,0.929220464,0,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.8224497178488236, -M, 0.6861230602617663, -B, -H, t, -C, -R, -D, -S, 1]",,,0.933872693,,,0.933872693,0,0.940298507,,,0.940298507,0,1521,,
dataset_194_eucalyptus,0.625,,,0.625,0,,,,0.612863527,,,0.612863527,0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.6351178250165458E-5]",,,0.620582846,,,0.620582846,0,0.625,,,0.625,0,1662,,
dataset_24_mushroom,0.988183161,0.988183161,0.988183161,0.988183161,0,,,,0.988180892,0.988180892,0.988180892,0.988180892,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.988454812,0.988454812,0.988454812,0.988454812,0,0.988183161,0.988183161,0.988183161,0.988183161,0,1515,1529,1701
dataset_26_nursery,0.999074074,,,0.999074074,0,,,,0.99892071,,,0.99892071,0,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.6724389100333783, -M, 0.25318105671911423, -H, i, -R, -D, -S, 1]",,,0.998770366,,,0.998770366,0,0.999074074,,,0.999074074,0,1775,,
dataset_28_optdigits,0.983629893,,,0.983629893,0,,,,0.983600014,,,0.983600014,0,"best classifier: weka.classifiers.lazy.IBk
arguments: [-E, -K, 1]",,,0.983887435,,,0.983887435,0,0.983629893,,,0.983629893,0,1527,,
dataset_31_credit-g,0.76,0.748,0.72,0.742666667,0.01675974,,,,0.738915609,0.701032872,0.687989691,0.709312724,0.021599063,"best classifier: weka.classifiers.lazy.LWL
arguments: [-U, 0, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.functions.Logistic, --, -R, 4.010494267124843E-8]","best classifier: weka.classifiers.meta.Vote
arguments: [-R, AVG, -S, 1, -B, weka.classifiers.trees.DecisionStump, -B, weka.classifiers.functions.SMO -C 1.1452440472675494 -N 0 -M -K ""weka.classifiers.functions.supportVector.RBFKernel -G 2.0995363045766698E-4""]","best classifier: weka.classifiers.lazy.LWL
arguments: [-K, 30, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.rules.ZeroR, --]",0.745304501,0.741902222,0.691578947,0.72626189,0.024563846,0.76,0.748,0.72,0.742666667,0.01675974,1733,1511,1512
dataset_36_segment,0.977508651,,,0.977508651,0,,,,0.977561379,,,0.977561379,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.977717059,,,0.977717059,0,0.977508651,,,0.977508651,0,1512,,
dataset_39_ecoli,0.904761905,0.892857143,0.904761905,0.900793651,0.005611959,,,,0.913110699,0.898239296,0.913110699,0.908153564,0.007010447,"best classifier: weka.classifiers.lazy.LWL
arguments: [-K, 10, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.bayes.NaiveBayesMultinomial, --]","best classifier: weka.classifiers.lazy.LWL
arguments: [-K, 90, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.functions.SMO, --, -C, 0.5312100513759973, -N, 0, -K, weka.classifiers.functions.supportVector.PolyKernel -E 0.9468029322659572]","best classifier: weka.classifiers.lazy.LWL
arguments: [-K, 10, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.bayes.NaiveBayesMultinomial, --]",0.93015873,0.909722222,0.93015873,0.923346561,0.009633862,0.904761905,0.892857143,0.904761905,0.900793651,0.005611959,1510,1545,1512
dataset_40_sonar,0.634615385,,,0.634615385,0,,,,0.629798638,,,0.629798638,0,"best classifier: weka.classifiers.lazy.LWL
arguments: [-U, 4, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.rules.JRip, --, -N, 1.8510162309170513, -P, -O, 3]",,,0.637019231,,,0.637019231,0,0.634615385,,,0.634615385,0,1514,,
dataset_42_soybean,0.889570552,,,0.889570552,0,,,,0.89008464,,,0.89008464,0,"best classifier: weka.classifiers.functions.SimpleLogistic
arguments: [-S, -W, 0.2320836797667204]",,,0.900080339,,,0.900080339,0,0.889570552,,,0.889570552,0,1698,,
dataset_44_spambase,0.944396177,0.944396177,0.944396177,0.944396177,1.11E-16,,,,0.944102395,0.944102395,0.944102395,0.944102395,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.944682703,0.944682703,0.944682703,0.944682703,0,0.944396177,0.944396177,0.944396177,0.944396177,0,1514,1551,1519
dataset_54_vehicle,0.825471698,,,0.825471698,0,,,,0.824688061,,,0.824688061,0,"best classifier: weka.classifiers.trees.LMT
arguments: [-P, -M, 2, -W, 0, -A]",,,0.825692327,,,0.825692327,0,0.825471698,,,0.825471698,0,1517,,
dataset_59_ionosphere,0.943181818,,,0.943181818,0,,,,0.941988332,,,0.941988332,0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.8318769447415337, -N, 0, -K, weka.classifiers.functions.supportVector.Puk -S 1.2250128118078476 -O 0.7465602628022031]",,,0.947839046,,,0.947839046,0,0.943181818,,,0.943181818,0,1509,,
dataset_60_waveform-5000,0.8584,0.8584,0.8584,0.8584,0,,,,0.858438719,0.858438719,0.858438719,0.858438719,0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.8131978688186083]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.8131978688186083]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.8131978688186083]",0.858512299,0.858512299,0.858512299,0.858512299,0,0.8584,0.8584,0.8584,0.8584,0,1642,1651,1648
dataset_61_iris,0.973684211,0.973684211,0.973684211,0.973684211,1.11E-16,,,,0.973952283,0.973952283,0.973952283,0.973952283,0,"best classifier: weka.classifiers.meta.RandomCommittee
arguments: [-I, 5, -S, 1, -W, weka.classifiers.trees.RandomTree, --, -M, 3, -K, 2, -depth, 0, -N, 0]","best classifier: weka.classifiers.lazy.LWL
arguments: [-U, 0, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.trees.RandomForest, --, -I, 7, -K, 5, -depth, 0]","best classifier: weka.classifiers.meta.Vote
arguments: [-R, MIN, -S, 1, -B, weka.classifiers.trees.RandomTree -M 9 -K 0 -depth 0 -N 0]",0.976315789,0.976315789,0.976315789,0.976315789,0,0.973684211,0.973684211,0.973684211,0.973684211,0,1510,1512,1509
dataset_6_letter,0.9598,,,0.9598,0,,,,0.959891043,,,0.959891043,0,"best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 100, -I, 10, -Q, -S, 1, -W, weka.classifiers.trees.RandomForest, --, -I, 43, -K, 0, -depth, 20]",,,0.960268492,,,0.960268492,0,0.9598,,,0.9598,0,1748,,
dataset_9_autos,0.807692308,0.788461538,0.769230769,0.788461538,0.015701857,,,,0.806930451,0.791557718,0.770512821,0.789666996,0.014927426,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 164, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 36, -K, 0, -depth, 0]","best classifier: weka.classifiers.lazy.LWL
arguments: [-A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.trees.RandomForest, --, -I, 2, -K, 0, -depth, 0]",0.809507404,0.800647269,0.775755495,0.795303389,0.014287889,0.807692308,0.788461538,0.769230769,0.788461538,0.015701857,1547,1580,1513
devnagari,0,0,0,0,0,Timeout,Timeout,Timeout,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1980,1980,1981
electricity-normalized,0.734375,0.734375,0.734375,0.734375,0,,,,0.735165733,0.735165733,0.735165733,0.735165733,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.73666638,0.73666638,0.73666638,0.73666638,0,0.734375,0.734375,0.734375,0.734375,0,1682,1525,1685
eye_movements,0.38405267,0.38405267,0.38405267,0.38405267,0,,,,0.384283168,0.384283168,0.384283168,0.384283168,0,"best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]","best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]","best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]",0.385946303,0.385946303,0.385946303,0.385946303,5.55E-17,0.38405267,0.38405267,0.38405267,0.38405267,5.55E-17,1655,1647,1657
gina_agnostic,0.888119954,,,0.888119954,0,,,,0.888071893,,,0.888071893,0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.7127949742291734, -N, 0, -M, -K, weka.classifiers.functions.supportVector.PolyKernel -E 1.1133446901320447 -L]",,,0.888139964,,,0.888139964,0,0.888119954,,,0.888119954,0,1746,,
hiva_agnostic,0.963137996,0.963137996,0.963137996,0.963137996,1.11E-16,,,,0.955278009,0.955278009,0.955278009,0.955278009,0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.057140274761388915]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.057140274761388915]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.057140274761388915]",0.95352576,0.95352576,0.95352576,0.95352576,0,0.963137996,0.963137996,0.963137996,0.963137996,1.11E-16,1781,1786,1790
